Dataora;WDS;WDD;RNF;RHM
2024-01-01 00:00:00;20.7;226.2;0;88.4
2024-01-01 01:00:00;22.5;226.4;0;88
2024-01-01 02:00:00;24.1;226.1;0;87.1
2024-01-01 03:00:00;23.3;226.8;0;88.3
2024-01-01 04:00:00;22.7;227.5;0;89.1
2024-01-01 05:00:00;21.6;227.2;0;90.3
2024-01-01 06:00:00;24.5;226.9;0;89.4
2024-01-01 07:00:00;25.6;231.4;0;88.4
2024-01-01 08:00:00;26.1;236;0;85.9
2024-01-01 09:00:00;26.7;238.6;0;82.7
2024-01-01 10:00:00;28.8;240.2;0;78.8
2024-01-01 11:00:00;29.6;241.5;0;74.7
2024-01-01 12:00:00;28.7;244.1;0;73
2024-01-01 13:00:00;25.8;244.4;0;75
2024-01-01 14:00:00;21.7;242.2;0;78.1
2024-01-01 15:00:00;18;241.6;0;81.5
2024-01-01 16:00:00;15.9;238.4;0;84.9
2024-01-01 17:00:00;14.7;235.1;0;85.3
2024-01-01 18:00:00;13.2;235.9;0;87.4
2024-01-01 19:00:00;13.8;237;0;86.2
2024-01-01 20:00:00;14.9;236.6;0;83.6
2024-01-01 21:00:00;15.9;240.2;0;82.6
2024-01-01 22:00:00;17.8;241.9;0;83.6
2024-01-01 23:00:00;19.6;243.3;0;84.2
2024-01-02 00:00:00;18.6;246.5;0;86
2024-01-02 01:00:00;18.4;249.1;0;84.8
2024-01-02 02:00:00;15.7;253.1;0;85.3
2024-01-02 03:00:00;13.6;256.3;0;87.8
2024-01-02 04:00:00;12.7;255.6;0;89
2024-01-02 05:00:00;11.7;251.7;0;90
2024-01-02 06:00:00;10.5;244.2;0;90
2024-01-02 07:00:00;10.9;243.3;0;89.8
2024-01-02 08:00:00;11.1;239.6;0;85.1
2024-01-02 09:00:00;12.7;239.2;0;79
2024-01-02 10:00:00;17.9;240;0;72.3
2024-01-02 11:00:00;20.9;237.9;0;68.8
2024-01-02 12:00:00;23.7;238.6;0;65.2
2024-01-02 13:00:00;25.2;240.1;0;63
2024-01-02 14:00:00;26.2;240.8;0;62.8
2024-01-02 15:00:00;25.7;238.8;0;67
2024-01-02 16:00:00;24.9;235.9;0;73.8
2024-01-02 17:00:00;24.1;234.2;0;79.1
2024-01-02 18:00:00;24.4;235;0;83.3
2024-01-02 19:00:00;25.7;234.1;0;86.1
2024-01-02 20:00:00;28.8;236;0;86
2024-01-02 21:00:00;31.2;234.1;0;85
2024-01-02 22:00:00;34.2;232.4;0;86.5
2024-01-02 23:00:00;37.1;233.1;0;85.2
2024-01-03 00:00:00;39.7;236.6;0;83.6
2024-01-03 01:00:00;40.7;240.9;0;82.9
2024-01-03 02:00:00;40.2;237.4;0;82.2
2024-01-03 03:00:00;40.3;237.3;0;80.5
2024-01-03 04:00:00;38.8;235.4;0;81.3
2024-01-03 05:00:00;36;232.6;0;82.1
2024-01-03 06:00:00;38.2;231.7;0;83.3
2024-01-03 07:00:00;38.4;234.2;0;83.2
2024-01-03 08:00:00;38.3;235.2;0;80.3
2024-01-03 09:00:00;39.3;237.3;0;78.2
2024-01-03 10:00:00;40.6;237.2;0;74.8
2024-01-03 11:00:00;41.2;238.4;0;70.9
2024-01-03 12:00:00;41.9;239.7;0;67.5
2024-01-03 13:00:00;41.4;239;0;68.9
2024-01-03 14:00:00;40;238.5;0;70.6
2024-01-03 15:00:00;38.5;238.1;0;74.8
2024-01-03 16:00:00;36.3;236.8;0;79.4
2024-01-03 17:00:00;34.3;236.5;0;81.8
2024-01-03 18:00:00;30.9;235.6;0;83
2024-01-03 19:00:00;28.7;234.8;0;82.9
2024-01-03 20:00:00;26.5;234.8;0;83.3
2024-01-03 21:00:00;28.5;235.8;0;84.1
2024-01-03 22:00:00;32.6;235.8;0;83.3
2024-01-03 23:00:00;34.8;236.8;0;83.7
2024-01-04 00:00:00;36.9;237.3;0;85.6
2024-01-04 01:00:00;35.9;237.8;0;85
2024-01-04 02:00:00;34.1;237.1;0;84.8
2024-01-04 03:00:00;36.4;235.9;0;83.9
2024-01-04 04:00:00;34.9;232.3;0;83
2024-01-04 05:00:00;34.8;234;0;86.4
2024-01-04 06:00:00;34.3;239.4;0;87.9
2024-01-04 07:00:00;33;241.1;0;87.5
2024-01-04 08:00:00;32.8;242.7;0;83.9
2024-01-04 09:00:00;31.9;244.3;0;80.9
2024-01-04 10:00:00;32.3;244.9;0;75.8
2024-01-04 11:00:00;31.9;246.2;0;70.1
2024-01-04 12:00:00;31.2;247.6;0;67.1
2024-01-04 13:00:00;29.1;246.9;0;66
2024-01-04 14:00:00;26.2;245.2;0;67.3
2024-01-04 15:00:00;23.5;243.4;0;71.1
2024-01-04 16:00:00;20.4;241.9;0;77.9
2024-01-04 17:00:00;17.4;239.9;0;81.4
2024-01-04 18:00:00;15.8;238.6;0;84.3
2024-01-04 19:00:00;15.4;236.8;0;85.3
2024-01-04 20:00:00;15.6;236.7;0;86.2
2024-01-04 21:00:00;16;236.4;0;86.6
2024-01-04 22:00:00;16.3;236.5;0;86.9
2024-01-04 23:00:00;16.5;235.8;0;87.7
2024-01-05 00:00:00;15.6;233.2;0;88.2
2024-01-05 01:00:00;16.4;231.5;0;88.1
2024-01-05 02:00:00;16.4;230.9;0;87.6
2024-01-05 03:00:00;15.5;230.6;0;87
2024-01-05 04:00:00;15.1;231;0;87
2024-01-05 05:00:00;15.8;230.2;0;87.7
2024-01-05 06:00:00;17.4;230.8;0;88.8
2024-01-05 07:00:00;17.9;229.9;0;87.6
2024-01-05 08:00:00;16.8;226.7;0;84.9
2024-01-05 09:00:00;18.5;227.1;0;80.4
2024-01-05 10:00:00;18.9;225.2;0;78
2024-01-05 11:00:00;19.5;224.2;0;77.2
2024-01-05 12:00:00;18.9;222.7;0;75.3
2024-01-05 13:00:00;15.4;218.3;0.1;73.4
2024-01-05 14:00:00;12.4;214.9;0.1;73.7
2024-01-05 15:00:00;9.7;209.7;0;75.4
2024-01-05 16:00:00;8.2;205.5;0;78.4
2024-01-05 17:00:00;7.3;210;0;78.6
2024-01-05 18:00:00;7.5;212.8;0;77.6
2024-01-05 19:00:00;7.9;214.7;0;74.1
2024-01-05 20:00:00;8.3;216.5;0;71
2024-01-05 21:00:00;8.9;217.9;0;68.8
2024-01-05 22:00:00;9.1;219.3;0;68.1
2024-01-05 23:00:00;9.6;219.5;0;68.7
2024-01-06 00:00:00;11.9;214.9;0;73.4
2024-01-06 01:00:00;12.3;215.5;0;74.7
2024-01-06 02:00:00;11.2;212.9;0;76.2
2024-01-06 03:00:00;11;208.9;0;75.1
2024-01-06 04:00:00;9.7;200.8;0;72.9
2024-01-06 05:00:00;8.5;193.5;0;71.1
2024-01-06 06:00:00;9.4;192.4;0;71.2
2024-01-06 07:00:00;8.8;179.2;0;71.4
2024-01-06 08:00:00;8.1;160.2;0.1;72.7
2024-01-06 09:00:00;7.6;146.8;0;70.4
2024-01-06 10:00:00;8.4;147.3;0;66.1
2024-01-06 11:00:00;7.1;143.1;0.1;66.5
2024-01-06 12:00:00;7;126.6;0.1;69.1
2024-01-06 13:00:00;6.2;118.7;0.1;71.5
2024-01-06 14:00:00;6;92.3;0.1;74
2024-01-06 15:00:00;4.9;94;0.1;80.9
2024-01-06 16:00:00;4.3;274.5;0.1;88.8
2024-01-06 17:00:00;4.7;261.8;0.4;91.1
2024-01-06 18:00:00;4.6;271.2;0.5;92
2024-01-06 19:00:00;5.4;250.5;0.2;91.7
2024-01-06 20:00:00;6.6;246.6;0.2;91.6
2024-01-06 21:00:00;6.6;249.4;0.2;91
2024-01-06 22:00:00;6;257.2;0.2;91.2
2024-01-06 23:00:00;5;241.2;0.3;92.2
2024-01-07 00:00:00;4.2;174.4;0.3;95.1
2024-01-07 01:00:00;2.8;236.9;0.4;95.3
2024-01-07 02:00:00;3.4;237.9;0.4;94.8
2024-01-07 03:00:00;4.6;249.8;0.2;94
2024-01-07 04:00:00;5;244.9;0.1;93.6
2024-01-07 05:00:00;5.1;232.4;0;93.3
2024-01-07 06:00:00;3.7;195.1;0;92.9
2024-01-07 07:00:00;4.3;199.3;0;93.3
2024-01-07 08:00:00;4.4;189.4;0.1;91.5
2024-01-07 09:00:00;5.5;178.5;0.1;88.2
2024-01-07 10:00:00;6.2;176.1;0.3;87.3
2024-01-07 11:00:00;8.3;194.7;0.5;88.3
2024-01-07 12:00:00;15.4;223.1;0.9;88
2024-01-07 13:00:00;23.6;235.4;1;87
2024-01-07 14:00:00;26.4;235.9;1.3;87.2
2024-01-07 15:00:00;27.5;238.1;1.1;85.8
2024-01-07 16:00:00;26.1;239.9;0.7;85.7
2024-01-07 17:00:00;22.8;238.6;0.6;87.1
2024-01-07 18:00:00;21.5;237.4;0.5;87.2
2024-01-07 19:00:00;20.2;240.5;0.5;87.7
2024-01-07 20:00:00;16.7;239.8;0.6;88
2024-01-07 21:00:00;14.7;241.6;0.6;88.8
2024-01-07 22:00:00;13;240.8;0.4;88.3
2024-01-07 23:00:00;12.3;239.7;0.3;88.9
2024-01-08 00:00:00;12.7;238.7;0.6;87.8
2024-01-08 01:00:00;11.3;242.8;0.3;88.8
2024-01-08 02:00:00;10.8;241.4;0.3;89.7
2024-01-08 03:00:00;9.9;241.5;0.3;90.4
2024-01-08 04:00:00;8.7;241.3;0.6;89.9
2024-01-08 05:00:00;8.1;234.2;0.5;90
2024-01-08 06:00:00;7.2;235.5;0.4;90.7
2024-01-08 07:00:00;6.7;237.1;0.5;90.9
2024-01-08 08:00:00;7;250;0.8;90.5
2024-01-08 09:00:00;7.6;257.1;1;89.1
2024-01-08 10:00:00;9.3;264.6;1.2;88.6
2024-01-08 11:00:00;10.2;275.5;1.2;88.3
2024-01-08 12:00:00;12.4;292.2;1.6;90.3
2024-01-08 13:00:00;14.4;308.9;2.1;92.5
2024-01-08 14:00:00;14.7;311.8;1.4;93
