Dataora;WDS;WDD;RNF;RHM
2024-01-01 00:00:00;22.6;226.1;0;89.6
2024-01-01 01:00:00;24.2;224.3;0;88.3
2024-01-01 02:00:00;25.9;224.7;0;88
2024-01-01 03:00:00;25.1;225.6;0;89
2024-01-01 04:00:00;24.1;227.1;0;89.1
2024-01-01 05:00:00;23.1;226.9;0;89.9
2024-01-01 06:00:00;25.8;227;0;88.8
2024-01-01 07:00:00;26.6;231.1;0;88
2024-01-01 08:00:00;26.6;234.9;0;86.1
2024-01-01 09:00:00;27.1;238;0;83.4
2024-01-01 10:00:00;28.7;239.8;0;79.3
2024-01-01 11:00:00;28.5;241.4;0;74.9
2024-01-01 12:00:00;27.4;241.6;0;75.5
2024-01-01 13:00:00;24.4;241.6;0;77.5
2024-01-01 14:00:00;19.3;238.7;0;79.3
2024-01-01 15:00:00;16;236.5;0.1;83.2
2024-01-01 16:00:00;14;233.3;0;86.3
2024-01-01 17:00:00;13.6;233.5;0;86.9
2024-01-01 18:00:00;12.8;234.7;0;86.6
2024-01-01 19:00:00;12.2;235.9;0;86.8
2024-01-01 20:00:00;12.1;237.1;0;86.4
2024-01-01 21:00:00;12.8;238;0;85.1
2024-01-01 22:00:00;14.2;239.9;0;85.1
2024-01-01 23:00:00;15.6;243.2;0;85.5
2024-01-02 00:00:00;16.7;246.2;0;85.2
2024-01-02 01:00:00;16;248.8;0;85.6
2024-01-02 02:00:00;13.7;252.1;0;86.8
2024-01-02 03:00:00;12.1;253.7;0;88.6
2024-01-02 04:00:00;11.1;253.7;0;89.4
2024-01-02 05:00:00;10.1;248.8;0;90.2
2024-01-02 06:00:00;9.7;240.9;0;90.6
2024-01-02 07:00:00;10.5;240.1;0;90.9
2024-01-02 08:00:00;10.3;236.4;0;86.9
2024-01-02 09:00:00;11.3;235.2;0;81.2
2024-01-02 10:00:00;15.6;236.4;0;73.6
2024-01-02 11:00:00;18.8;234.9;0;69.6
2024-01-02 12:00:00;22;236.9;0;65.4
2024-01-02 13:00:00;24.1;237.8;0;62.7
2024-01-02 14:00:00;25.3;238.1;0;63.6
2024-01-02 15:00:00;24.7;237.5;0;67.8
2024-01-02 16:00:00;24.2;235.1;0;73.3
2024-01-02 17:00:00;24;233.7;0;78.6
2024-01-02 18:00:00;24.4;234.3;0;82.1
2024-01-02 19:00:00;25.5;233.9;0;83.3
2024-01-02 20:00:00;28.1;233.3;0;82.9
2024-01-02 21:00:00;30.8;232;0;85.7
2024-01-02 22:00:00;34.1;230.7;0;85.1
2024-01-02 23:00:00;37.4;234.6;0;85.1
2024-01-03 00:00:00;39.6;237.6;0;85
2024-01-03 01:00:00;40.6;241.1;0;84
2024-01-03 02:00:00;39.7;236.9;0;83.8
2024-01-03 03:00:00;40.1;236.8;0;82
2024-01-03 04:00:00;37.7;233.9;0;82
2024-01-03 05:00:00;35.2;230;0;83.2
2024-01-03 06:00:00;37.1;229.1;0;84.1
2024-01-03 07:00:00;37.1;231.9;0;83
2024-01-03 08:00:00;37.9;233.7;0;79.4
2024-01-03 09:00:00;38.3;235.1;0;77.8
2024-01-03 10:00:00;39.3;235.1;0;73.7
2024-01-03 11:00:00;40.2;237.2;0;70.9
2024-01-03 12:00:00;40.7;237.7;0;69
2024-01-03 13:00:00;40.8;236.6;0;70.5
2024-01-03 14:00:00;38.3;235.5;0;73
2024-01-03 15:00:00;36.4;235.4;0;77
2024-01-03 16:00:00;34.3;235.6;0;80.5
2024-01-03 17:00:00;32.4;234.2;0;83
2024-01-03 18:00:00;29.4;233.3;0;84.2
2024-01-03 19:00:00;27;232.1;0;84
2024-01-03 20:00:00;26.4;232.8;0;83.3
2024-01-03 21:00:00;28.5;233.1;0;84.8
2024-01-03 22:00:00;32.5;233.9;0;85.1
2024-01-03 23:00:00;34.9;235.4;0;86.4
2024-01-04 00:00:00;32.8;239.2;0;86
2024-01-04 01:00:00;34.2;238.1;0;85.9
2024-01-04 02:00:00;32.5;237.3;0;86.2
2024-01-04 03:00:00;35.3;235.7;0;85.3
2024-01-04 04:00:00;34.1;230.5;0;85.4
2024-01-04 05:00:00;34.2;234.5;0;87.4
2024-01-04 06:00:00;33.4;240;0;87.8
2024-01-04 07:00:00;32;241;0;86.9
2024-01-04 08:00:00;30.5;242.5;0;83.7
2024-01-04 09:00:00;29.2;243.6;0;80.7
2024-01-04 10:00:00;29.7;243.6;0;76.1
2024-01-04 11:00:00;29;244.1;0;70.6
2024-01-04 12:00:00;28.3;245;0;67.3
2024-01-04 13:00:00;27;244.4;0;66.4
2024-01-04 14:00:00;24.5;242.3;0;68.1
2024-01-04 15:00:00;21.7;240.3;0;72.8
2024-01-04 16:00:00;18.5;237.9;0;79.9
2024-01-04 17:00:00;17.4;236.2;0;84.1
2024-01-04 18:00:00;16.9;234.3;0;86.5
2024-01-04 19:00:00;16.2;234;0;87.3
2024-01-04 20:00:00;15.7;233.5;0;87.7
2024-01-04 21:00:00;15.9;234.3;0;88.4
2024-01-04 22:00:00;16.2;232.6;0;89.1
2024-01-04 23:00:00;16.4;230.7;0;89.5
2024-01-05 00:00:00;16.9;229.7;0;89.6
2024-01-05 01:00:00;17.7;228.4;0;88.7
2024-01-05 02:00:00;17.6;227.8;0;87.2
2024-01-05 03:00:00;16.4;228.1;0;86.8
2024-01-05 04:00:00;16;227.1;0;86.6
2024-01-05 05:00:00;16.5;225.5;0;87.2
2024-01-05 06:00:00;17.8;226;0;88.5
2024-01-05 07:00:00;18.7;225.1;0;87.1
2024-01-05 08:00:00;17.7;221;0;84.9
2024-01-05 09:00:00;19.1;221.4;0;80.9
2024-01-05 10:00:00;20.9;221.4;0;78.5
2024-01-05 11:00:00;21;219.8;0;77.7
2024-01-05 12:00:00;21.9;219.7;0;74.3
2024-01-05 13:00:00;18;215.1;0.4;75.6
2024-01-05 14:00:00;14.6;207.6;0.1;75.5
2024-01-05 15:00:00;12;203.7;0;76.4
2024-01-05 16:00:00;10.1;203.9;0;78.7
2024-01-05 17:00:00;9.1;205.9;0;79.8
2024-01-05 18:00:00;9.3;208.3;0;78.1
2024-01-05 19:00:00;9.9;208.9;0;74.8
2024-01-05 20:00:00;10.6;208;0;71.7
2024-01-05 21:00:00;11.7;207.5;0;70.1
2024-01-05 22:00:00;12.1;208.9;0;70
2024-01-05 23:00:00;12.8;209.3;0;71.8
2024-01-06 00:00:00;13.5;206.8;0;75.2
2024-01-06 01:00:00;14.8;210.7;0;77.8
2024-01-06 02:00:00;13.8;208.3;0;79.4
2024-01-06 03:00:00;12.5;203;0;79.3
2024-01-06 04:00:00;11.3;196.9;0;77.7
2024-01-06 05:00:00;10.2;190.8;0;75.8
2024-01-06 06:00:00;11;189;0;76.1
2024-01-06 07:00:00;10.6;177.3;0;73.5
2024-01-06 08:00:00;9.2;163.8;0;72.7
2024-01-06 09:00:00;7.9;150.9;0;70.7
2024-01-06 10:00:00;8.6;151.4;0;67.3
2024-01-06 11:00:00;6.9;148.6;0.2;69.6
2024-01-06 12:00:00;8;107.3;0.1;74.8
2024-01-06 13:00:00;5.6;92;0.2;79.1
2024-01-06 14:00:00;5.7;72.7;0.2;82.1
2024-01-06 15:00:00;5;146.2;0.3;87.3
2024-01-06 16:00:00;5;189.3;0.2;91
2024-01-06 17:00:00;5.8;261.9;0.4;92.4
2024-01-06 18:00:00;4.5;259.8;0.4;93.6
2024-01-06 19:00:00;5.2;259.1;0.1;94.2
2024-01-06 20:00:00;5.8;260.5;0;93
2024-01-06 21:00:00;5.7;272.7;0.1;93.2
2024-01-06 22:00:00;6.2;277.7;0.1;93
2024-01-06 23:00:00;5.4;293.2;0.3;93.5
2024-01-07 00:00:00;4.7;268.3;0.3;93
2024-01-07 01:00:00;3;264;0.5;94.5
2024-01-07 02:00:00;3.2;251.4;0.5;93.7
2024-01-07 03:00:00;4.2;253.7;0.2;93.1
2024-01-07 04:00:00;4.6;242.7;0.1;92.9
2024-01-07 05:00:00;5;231.8;0;92.9
2024-01-07 06:00:00;3.4;203.1;0;92.9
2024-01-07 07:00:00;4.7;196.7;0.1;94.1
2024-01-07 08:00:00;5;189;0.1;92.3
2024-01-07 09:00:00;5.6;182.4;0.2;89.7
2024-01-07 10:00:00;5.4;178.9;0.3;88.6
2024-01-07 11:00:00;6.9;172.4;0.6;88.5
2024-01-07 12:00:00;12.2;205.1;1.2;89
2024-01-07 13:00:00;17.9;224.9;0.9;88.5
2024-01-07 14:00:00;26.9;228.5;1;87.7
2024-01-07 15:00:00;29.7;235.4;0.8;86.1
2024-01-07 16:00:00;27.9;242.7;0.7;85.7
2024-01-07 17:00:00;24;245;0.7;84.9
2024-01-07 18:00:00;20.7;243.3;0.8;85.7
2024-01-07 19:00:00;16.6;239.4;1.1;87.1
2024-01-07 20:00:00;14;240.3;1.3;87.5
2024-01-07 21:00:00;11.9;238.5;1;88
2024-01-07 22:00:00;11.4;236.6;0.9;88.5
2024-01-07 23:00:00;10.9;233.9;0.9;88.9
2024-01-08 00:00:00;9.8;234.5;0.7;89.7
2024-01-08 01:00:00;10.7;241.5;0.4;90.6
2024-01-08 02:00:00;10.3;242.3;0.3;91.5
2024-01-08 03:00:00;9.8;242.6;0.3;91.4
2024-01-08 04:00:00;9;245.7;0.4;89.8
2024-01-08 05:00:00;7.9;243.1;0.4;89.5
2024-01-08 06:00:00;6.9;241.8;0.3;91.3
2024-01-08 07:00:00;6.6;244.3;0.5;91.7
2024-01-08 08:00:00;6.7;258.8;0.9;91.9
2024-01-08 09:00:00;8.6;268.9;1.1;90.8
2024-01-08 10:00:00;11.4;274.9;1.2;89.1
2024-01-08 11:00:00;11.1;283.7;1.1;89.4
2024-01-08 12:00:00;9.3;289.1;1.2;88.2
2024-01-08 13:00:00;9.2;280.5;1.2;90.5
2024-01-08 14:00:00;9.5;215.3;1;92.9
2024-01-08 15:00:00;10.2;167.7;1.2;95.9
2024-01-08 16:00:00;14.2;169.9;1;96.6
2024-01-08 17:00:00;15.6;154.9;1;97.1
2024-01-08 18:00:00;12.5;196.5;0.9;97.2
2024-01-08 19:00:00;12.7;151.4;0.8;97.1
2024-01-08 20:00:00;17;209.4;1.4;94.6
2024-01-08 21:00:00;19.6;250.1;0.6;94.8
2024-01-08 22:00:00;22.1;251.4;0.8;94.4
2024-01-08 23:00:00;24.3;303.7;1;93.9
2024-01-09 00:00:00;25;286;1.4;93.6
2024-01-09 01:00:00;23.4;332.9;0.9;92.2
