Dataora;WDS;WDD;RNF;RHM
2024-01-01 00:00:00;22.9;225.2;0;85.2
2024-01-01 01:00:00;24.1;222.2;0;84.6
2024-01-01 02:00:00;25.8;223.7;0;84.2
2024-01-01 03:00:00;24.4;224.6;0;84.2
2024-01-01 04:00:00;21.5;226.6;0;84.6
2024-01-01 05:00:00;20.3;226.2;0;85.5
2024-01-01 06:00:00;23.3;227;0;84.7
2024-01-01 07:00:00;24.5;231.5;0;83.7
2024-01-01 08:00:00;25.5;235.4;0;81.4
2024-01-01 09:00:00;27.2;238.2;0;78.8
2024-01-01 10:00:00;28.9;240.4;0;74.6
2024-01-01 11:00:00;28.1;241.8;0;70.5
2024-01-01 12:00:00;27.6;241;0;70.8
2024-01-01 13:00:00;24.2;240.3;0;72.5
2024-01-01 14:00:00;19.3;237.4;0;73.7
2024-01-01 15:00:00;16.2;236.5;0;77.7
2024-01-01 16:00:00;14.2;232.6;0;80.9
2024-01-01 17:00:00;13.9;232.2;0;81.8
2024-01-01 18:00:00;12.9;232.5;0;81.2
2024-01-01 19:00:00;11.9;234.3;0;81.5
2024-01-01 20:00:00;11.5;235.2;0;81.3
2024-01-01 21:00:00;12.1;236.6;0;80.8
2024-01-01 22:00:00;13.1;240.4;0;81.1
2024-01-01 23:00:00;14.1;243.5;0;80.5
2024-01-02 00:00:00;14.8;248.6;0;80.4
2024-01-02 01:00:00;13.6;251.6;0;81.8
2024-01-02 02:00:00;11.7;254.6;0;83.9
2024-01-02 03:00:00;10.9;253.2;0;85.8
2024-01-02 04:00:00;10;253.6;0;86.3
2024-01-02 05:00:00;9.3;246.4;0;87.3
2024-01-02 06:00:00;9.5;238.8;0;87.6
2024-01-02 07:00:00;10.5;238;0;87.6
2024-01-02 08:00:00;10.4;234.6;0;83.6
2024-01-02 09:00:00;10.4;233.4;0;77.5
2024-01-02 10:00:00;13.3;234.9;0;69.4
2024-01-02 11:00:00;16.4;233.9;0;64.9
2024-01-02 12:00:00;20.4;235.1;0;62.4
2024-01-02 13:00:00;23.1;235.7;0;59.5
2024-01-02 14:00:00;24.6;237;0;61
2024-01-02 15:00:00;23.9;237.1;0;65
2024-01-02 16:00:00;23.5;235.1;0;70
2024-01-02 17:00:00;23.8;234.5;0;74.2
2024-01-02 18:00:00;24.7;234.7;0;76.3
2024-01-02 19:00:00;26.1;233.7;0;76.5
2024-01-02 20:00:00;28.8;232.7;0;76.5
2024-01-02 21:00:00;32;231.9;0;80.6
2024-01-02 22:00:00;35.8;230.8;0;80.2
2024-01-02 23:00:00;39.4;235.5;0;80.2
2024-01-03 00:00:00;42.1;239;0;80.3
2024-01-03 01:00:00;43.3;241.5;0;78.9
2024-01-03 02:00:00;41.8;238.1;0;79.4
2024-01-03 03:00:00;42.4;237.6;0;77.9
2024-01-03 04:00:00;40.3;234.7;0;78
2024-01-03 05:00:00;36.8;230.6;0;79.2
2024-01-03 06:00:00;39.3;229.1;0;78.9
2024-01-03 07:00:00;39.7;231.8;0;77.7
2024-01-03 08:00:00;40.3;233.9;0;73.5
2024-01-03 09:00:00;40.4;235;0;72.7
2024-01-03 10:00:00;41.5;235.3;0;68.7
2024-01-03 11:00:00;42.8;236.9;0;66.8
2024-01-03 12:00:00;42.4;237.7;0;66
2024-01-03 13:00:00;42.6;237;0;67.8
2024-01-03 14:00:00;40.5;235.7;0;69.9
2024-01-03 15:00:00;38.6;235.4;0;73.3
2024-01-03 16:00:00;36;235.6;0;76.5
2024-01-03 17:00:00;33.3;234.2;0;77.9
2024-01-03 18:00:00;30.7;233.2;0;78.9
2024-01-03 19:00:00;28.7;231.9;0;78.7
2024-01-03 20:00:00;28.4;231.8;0;78.1
2024-01-03 21:00:00;30;232.3;0;80.1
2024-01-03 22:00:00;34.4;233.1;0;80.6
2024-01-03 23:00:00;37.3;235.4;0;82
2024-01-04 00:00:00;35.1;239.2;0;80.8
2024-01-04 01:00:00;36.2;238.8;0;81.4
2024-01-04 02:00:00;33.6;238.5;0;81.9
2024-01-04 03:00:00;36;236.5;0;80.8
2024-01-04 04:00:00;35.2;231.9;0;81.6
2024-01-04 05:00:00;35.5;235.9;0;82.7
2024-01-04 06:00:00;34.9;240.2;0;82.5
2024-01-04 07:00:00;32.9;240.3;0;81.4
2024-01-04 08:00:00;31;242.4;0;78
2024-01-04 09:00:00;28.7;243.5;0;75.5
2024-01-04 10:00:00;29.5;242.6;0;71.3
2024-01-04 11:00:00;27.9;243.1;0;65.9
2024-01-04 12:00:00;27.3;243.2;0;63.2
2024-01-04 13:00:00;26.1;242.3;0;62.6
2024-01-04 14:00:00;23.4;240.3;0;64.3
2024-01-04 15:00:00;20.7;238;0;68.7
2024-01-04 16:00:00;18.1;236.2;0;76
2024-01-04 17:00:00;17.7;234.9;0;80.4
2024-01-04 18:00:00;17.4;232.6;0;82.5
2024-01-04 19:00:00;16.9;232.1;0;83.5
2024-01-04 20:00:00;16.6;231;0;84.2
2024-01-04 21:00:00;16.5;231.5;0;84.9
2024-01-04 22:00:00;16.2;228.9;0;85.2
2024-01-04 23:00:00;16.2;226.1;0;85.6
2024-01-05 00:00:00;16.7;225.2;0;85.9
2024-01-05 01:00:00;17.3;225.8;0;84.4
