Dataora;WDS;WDD;RNF;RHM
2024-01-01 00:00:00;22;223.3;0;84.5
2024-01-01 01:00:00;24.1;222.2;0;84.6
2024-01-01 02:00:00;25.8;223.7;0;84.2
2024-01-01 03:00:00;24.4;224.6;0;84.2
2024-01-01 04:00:00;21.5;226.7;0;84.7
2024-01-01 05:00:00;20.3;226.2;0;85.6
2024-01-01 06:00:00;23.4;227.3;0;84.8
2024-01-01 07:00:00;24.5;231.9;0;83.8
2024-01-01 08:00:00;25.5;235.6;0;81.4
2024-01-01 09:00:00;27.2;238.3;0;78.8
2024-01-01 10:00:00;28.9;240.5;0;74.6
2024-01-01 11:00:00;28.1;241.9;0;70.4
2024-01-01 12:00:00;27.5;242.1;0;68.9
2024-01-01 13:00:00;24.5;241.7;0;70.8
2024-01-01 14:00:00;20.8;238.5;0;73.5
2024-01-01 15:00:00;18.4;237.3;0;76
2024-01-01 16:00:00;15.8;234.5;0;77.9
2024-01-01 17:00:00;14.6;233.8;0;78.3
2024-01-01 18:00:00;13.4;233.7;0;80.2
2024-01-01 19:00:00;13.5;235.1;0;78
2024-01-01 20:00:00;14.1;237.3;0;76.5
2024-01-01 21:00:00;15.3;240.3;0;76.4
2024-01-01 22:00:00;16.7;241.9;0;76.3
2024-01-01 23:00:00;17.4;244.3;0;76.8
2024-01-02 00:00:00;14.9;249.2;0;80.8
2024-01-02 01:00:00;13.6;251.6;0;81.8
2024-01-02 02:00:00;11.7;254.6;0;83.8
2024-01-02 03:00:00;10.9;253.2;0;85.8
2024-01-02 04:00:00;10;253.5;0;86.3
2024-01-02 05:00:00;9.3;246.2;0;87.4
2024-01-02 06:00:00;9.6;238.4;0;87.6
2024-01-02 07:00:00;10.5;237.7;0;87.6
2024-01-02 08:00:00;10.5;234.4;0;83.5
2024-01-02 09:00:00;10.4;233.3;0;77.5
2024-01-02 10:00:00;13.2;235;0;69.4
2024-01-02 11:00:00;16.2;234.2;0;65
2024-01-02 12:00:00;19.9;235.2;0;63.2
2024-01-02 13:00:00;22.3;236.3;0;60.1
2024-01-02 14:00:00;24;237.3;0;61.4
2024-01-02 15:00:00;23.5;236.2;0;65.2
2024-01-02 16:00:00;22.9;234.8;0;70.7
2024-01-02 17:00:00;23.1;234.8;0;74.3
2024-01-02 18:00:00;24.2;234.3;0;76.1
2024-01-02 19:00:00;25.6;232;0;76.5
2024-01-02 20:00:00;28.3;232.2;0;75.4
2024-01-02 21:00:00;31.3;231.4;0;79.9
2024-01-02 22:00:00;35.3;230.1;0;81.2
2024-01-02 23:00:00;38.3;233.3;0;80.7
2024-01-03 00:00:00;41;238.9;0;80.4
2024-01-03 01:00:00;43.3;241.5;0;78.9
2024-01-03 02:00:00;41.8;238.1;0;79.4
2024-01-03 03:00:00;42.4;237.6;0;77.9
2024-01-03 04:00:00;40.3;234.7;0;77.9
2024-01-03 05:00:00;36.8;230.6;0;79.1
2024-01-03 06:00:00;39;229.1;0;78.9
2024-01-03 07:00:00;39.3;232;0;77.8
2024-01-03 08:00:00;39.8;234.1;0;73.5
2024-01-03 09:00:00;39.8;235.2;0;72.7
2024-01-03 10:00:00;41.2;235.5;0;68.6
2024-01-03 11:00:00;42.8;236.8;0;66.6
2024-01-03 12:00:00;43.4;238;0;65.4
2024-01-03 13:00:00;42.4;237.6;0;67.2
2024-01-03 14:00:00;41.7;237.1;0;68.9
2024-01-03 15:00:00;40.1;236.4;0;71.4
2024-01-03 16:00:00;36.2;235.7;0;74.1
2024-01-03 17:00:00;32.9;235;0;76.1
2024-01-03 18:00:00;30.6;234.1;0;77.2
2024-01-03 19:00:00;29.6;232.7;0;77
2024-01-03 20:00:00;28.2;232.7;0;76.8
2024-01-03 21:00:00;29.8;233.3;0;79.3
2024-01-03 22:00:00;33;233.4;0;78.7
2024-01-03 23:00:00;35.4;235.5;0;79.4
2024-01-04 00:00:00;37.4;237.3;0;80.6
2024-01-04 01:00:00;36.2;238.8;0;81.4
2024-01-04 02:00:00;33.6;238.6;0;81.9
2024-01-04 03:00:00;36;236.5;0;80.8
2024-01-04 04:00:00;35.2;231.7;0;81.6
2024-01-04 05:00:00;35.5;235.5;0;82.7
2024-01-04 06:00:00;34.9;239.7;0;82.5
2024-01-04 07:00:00;33.1;239.8;0;81.3
2024-01-04 08:00:00;31.2;242.2;0;78.1
2024-01-04 09:00:00;28.8;243.7;0;75.4
2024-01-04 10:00:00;29.5;243.2;0;71.1
2024-01-04 11:00:00;27.5;244;0;65.6
2024-01-04 12:00:00;26.4;243.1;0;63.4
2024-01-04 13:00:00;24.9;241.9;0;63.2
2024-01-04 14:00:00;22.6;240.1;0;64.8
2024-01-04 15:00:00;19.5;238.5;0;69.5
2024-01-04 16:00:00;17.3;238.2;0;75.8
2024-01-04 17:00:00;16.5;234.8;0;78.8
2024-01-04 18:00:00;16.2;233.6;0;81.7
2024-01-04 19:00:00;16.1;232.2;0;82.8
2024-01-04 20:00:00;16.2;232.5;0;83.9
2024-01-04 21:00:00;16.4;232.5;0;83.9
2024-01-04 22:00:00;15.9;230.7;0;83.9
2024-01-04 23:00:00;16.1;227.8;0;83.1
2024-01-05 00:00:00;15.6;225.2;0;83.9
2024-01-05 01:00:00;17.3;225.8;0;84.4
2024-01-05 02:00:00;17.2;225.1;0;82.4
2024-01-05 03:00:00;15.3;225.2;0;82.4
2024-01-05 04:00:00;14.7;223.4;0;82.8
2024-01-05 05:00:00;15.3;221.4;0;83.2
2024-01-05 06:00:00;16.7;221.3;0;84.4
2024-01-05 07:00:00;17.9;220.4;0;82.9
2024-01-05 08:00:00;16.9;214.5;0;80.1
2024-01-05 09:00:00;17.8;216.2;0;76
2024-01-05 10:00:00;21;218.4;0;73.2
2024-01-05 11:00:00;20.8;217.1;0;72.2
2024-01-05 12:00:00;19.2;214.7;0;70.7
2024-01-05 13:00:00;16;211.5;0.1;71.7
2024-01-05 14:00:00;12.7;204;0.3;73
2024-01-05 15:00:00;11;198;0;74.5
2024-01-05 16:00:00;10.1;194.5;0;76.4
2024-01-05 17:00:00;9.1;195.5;0;77.3
2024-01-05 18:00:00;8.6;202.4;0;77
2024-01-05 19:00:00;8.5;202.8;0;74.6
2024-01-05 20:00:00;8.8;202.9;0;70.8
2024-01-05 21:00:00;9.3;203.3;0;67.9
2024-01-05 22:00:00;9.6;203.4;0;67.9
2024-01-05 23:00:00;10;201.7;0;69
2024-01-06 00:00:00;12.7;202.9;0.1;74.2
2024-01-06 01:00:00;14.1;204.5;0;75.4
2024-01-06 02:00:00;13.3;201.3;0;76.6
