Dataora;WDS;WDD;RNF;RHM
2024-01-01 00:00:00;22.3;226;0;92.7
2024-01-01 01:00:00;24.4;224.3;0;91.3
2024-01-01 02:00:00;25.9;224.2;0;91
2024-01-01 03:00:00;25.4;225.4;0;92.1
2024-01-01 04:00:00;25.4;226.9;0;92
2024-01-01 05:00:00;24.7;227.1;0;92.8
2024-01-01 06:00:00;27.1;227.1;0;91.8
2024-01-01 07:00:00;27.8;230.6;0;91.1
2024-01-01 08:00:00;27;234.4;0;89.7
2024-01-01 09:00:00;26.9;238;0;87.1
2024-01-01 10:00:00;28.1;239.7;0;83
2024-01-01 11:00:00;28;241.3;0;78.5
2024-01-01 12:00:00;26.8;241.5;0;79.3
2024-01-01 13:00:00;24;241.4;0;81.2
2024-01-01 14:00:00;19.3;239.1;0.1;83
2024-01-01 15:00:00;15.6;236;0.1;87
2024-01-01 16:00:00;13.6;233.1;0.1;89.7
2024-01-01 17:00:00;13.2;233.3;0.1;90.3
2024-01-01 18:00:00;12.6;234.7;0;90.3
2024-01-01 19:00:00;12.1;235.7;0;90.3
2024-01-01 20:00:00;12.3;237.5;0;89.6
2024-01-01 21:00:00;13.1;238.9;0;87.7
2024-01-01 22:00:00;14.6;239.8;0;88.1
2024-01-01 23:00:00;16;242.7;0;89.1
2024-01-02 00:00:00;16.8;244.4;0;88.7
2024-01-02 01:00:00;16.6;246.5;0;88.8
2024-01-02 02:00:00;14.2;249.1;0;89.7
2024-01-02 03:00:00;12.3;252;0;91.2
2024-01-02 04:00:00;11.1;252;0;91.9
2024-01-02 05:00:00;10;248.2;0;92.4
2024-01-02 06:00:00;9.4;239.6;0;93
2024-01-02 07:00:00;10.1;239.1;0;93.4
2024-01-02 08:00:00;9.8;235.1;0;89.9
2024-01-02 09:00:00;11.1;233.9;0;84.5
2024-01-02 10:00:00;16.1;236;0;77.2
2024-01-02 11:00:00;19.5;234.4;0;73.4
2024-01-02 12:00:00;22.7;237.1;0;68.2
2024-01-02 13:00:00;24.7;238.4;0;65.6
2024-01-02 14:00:00;25.8;238.3;0;66.3
2024-01-02 15:00:00;24.8;237.4;0;70.8
2024-01-02 16:00:00;23.9;234.8;0;76.6
2024-01-02 17:00:00;23.4;233;0;82.2
2024-01-02 18:00:00;23.5;233.6;0;85.9
2024-01-02 19:00:00;24.4;233.3;0;87.5
2024-01-02 20:00:00;26.7;232.8;0;87.1
2024-01-02 21:00:00;29;230.8;0;89.4
2024-01-02 22:00:00;32.2;229.6;0;88.8
2024-01-02 23:00:00;35.1;233.4;0;88.9
2024-01-03 00:00:00;36.9;236.4;0;88.9
2024-01-03 01:00:00;37.7;240;0;88.1
2024-01-03 02:00:00;37;235.2;0;87.5
2024-01-03 03:00:00;37.6;235.6;0;85.6
2024-01-03 04:00:00;35.1;232.4;0;85.6
2024-01-03 05:00:00;33.3;228.6;0;86.6
2024-01-03 06:00:00;34.8;227.7;0;88.1
