Dataora;WDS;WDD;RNF;RHM
2024-01-01 00:00:00;22.1;224.6;0;88.4
2024-01-01 01:00:00;24.2;224.3;0;88.3
2024-01-01 02:00:00;25.9;224.6;0;88
2024-01-01 03:00:00;25.1;225.6;0;89
2024-01-01 04:00:00;24.1;227.2;0;89.2
2024-01-01 05:00:00;23.1;226.9;0;90
2024-01-01 06:00:00;25.9;227.3;0;88.9
2024-01-01 07:00:00;26.7;231.5;0;88
2024-01-01 08:00:00;26.6;235.2;0;86.1
2024-01-01 09:00:00;27.2;238.1;0;83.4
2024-01-01 10:00:00;28.7;239.9;0;79.4
2024-01-01 11:00:00;28.4;241.5;0;75
2024-01-01 12:00:00;27.7;242.5;0;73.4
2024-01-01 13:00:00;25.1;242.6;0;75.6
2024-01-01 14:00:00;21.3;239.7;0;78.6
2024-01-01 15:00:00;18.3;239.6;0;81.7
2024-01-01 16:00:00;15.7;235.8;0;84
2024-01-01 17:00:00;14.7;234.7;0;84.4
2024-01-01 18:00:00;13.8;235.9;0;85.8
2024-01-01 19:00:00;14.1;236.5;0;83.3
2024-01-01 20:00:00;14.7;237.2;0;81.4
2024-01-01 21:00:00;15.6;240.8;0;81.8
2024-01-01 22:00:00;17.4;241.6;0;82.5
2024-01-01 23:00:00;18.7;243.1;0;82.8
2024-01-02 00:00:00;16.9;246.6;0;85.2
2024-01-02 01:00:00;16;248.8;0;85.6
2024-01-02 02:00:00;13.7;252.2;0;86.8
2024-01-02 03:00:00;12.1;253.7;0;88.6
2024-01-02 04:00:00;11.1;253.6;0;89.4
2024-01-02 05:00:00;10.1;248.7;0;90.3
2024-01-02 06:00:00;9.8;240.6;0;90.6
2024-01-02 07:00:00;10.5;239.8;0;90.9
2024-01-02 08:00:00;10.4;236.1;0;86.9
2024-01-02 09:00:00;11.3;235.2;0;81.2
2024-01-02 10:00:00;15.5;236.5;0;73.7
2024-01-02 11:00:00;18.6;235.1;0;69.7
2024-01-02 12:00:00;21.6;236.2;0;66.5
2024-01-02 13:00:00;23.6;237.5;0;63.9
2024-01-02 14:00:00;24.9;238.5;0;64.4
2024-01-02 15:00:00;24.5;236.9;0;68.4
2024-01-02 16:00:00;23.7;235;0;74.2
2024-01-02 17:00:00;23.4;234.2;0;78.9
2024-01-02 18:00:00;23.9;234.2;0;81.9
2024-01-02 19:00:00;25;232.4;0;83.7
2024-01-02 20:00:00;27.7;233.4;0;82.4
2024-01-02 21:00:00;30;231.9;0;84.5
2024-01-02 22:00:00;33.4;230.4;0;85.8
2024-01-02 23:00:00;36.2;232.7;0;85.8
2024-01-03 00:00:00;39;237.5;0;84.8
2024-01-03 01:00:00;40.6;241.1;0;84
2024-01-03 02:00:00;39.7;236.9;0;83.8
2024-01-03 03:00:00;40.1;236.8;0;82
2024-01-03 04:00:00;37.7;233.8;0;82
2024-01-03 05:00:00;35.2;230;0;83.1
2024-01-03 06:00:00;36.9;229;0;84
2024-01-03 07:00:00;36.8;232;0;83.1
2024-01-03 08:00:00;37.5;233.9;0;79.5
2024-01-03 09:00:00;37.8;235.3;0;77.7
2024-01-03 10:00:00;39;235.3;0;73.6
2024-01-03 11:00:00;40.3;237.1;0;70.7
2024-01-03 12:00:00;41.3;238.3;0;68.6
2024-01-03 13:00:00;40.2;237.8;0;70.1
2024-01-03 14:00:00;39.3;237.4;0;71.8
2024-01-03 15:00:00;37.5;236.6;0;75
2024-01-03 16:00:00;34.5;235.8;0;78.8
2024-01-03 17:00:00;32.1;235.3;0;81
2024-01-03 18:00:00;29.3;234.5;0;82.2
2024-01-03 19:00:00;28.1;233.3;0;82.3
2024-01-03 20:00:00;26.1;233.5;0;82.4
2024-01-03 21:00:00;28;234.3;0;83.9
2024-01-03 22:00:00;31.5;234.1;0;83.3
2024-01-03 23:00:00;33.5;235.7;0;84.4
2024-01-04 00:00:00;35.2;236.8;0;85.8
2024-01-04 01:00:00;34.2;238.1;0;85.9
2024-01-04 02:00:00;32.5;237.4;0;86.2
2024-01-04 03:00:00;35.3;235.7;0;85.3
2024-01-04 04:00:00;34.1;230.4;0;85.4
2024-01-04 05:00:00;34.2;234.2;0;87.4
2024-01-04 06:00:00;33.4;239.5;0;87.8
