Dataora;WDS;WDD;RNF;RHM
2025-01-01 00:00:00;9.3;238.3;0;82.6
2025-01-01 01:00:00;9.7;238.5;0;82.6
2025-01-01 02:00:00;9.6;238;0;82.3
2025-01-01 03:00:00;9.3;237.4;0;81.5
2025-01-01 04:00:00;9.3;237;0;81.4
2025-01-01 05:00:00;9.3;236.6;0;81.4
2025-01-01 06:00:00;9.2;236.5;0;80.8
2025-01-01 07:00:00;9.1;237.2;0;79.5
2025-01-01 08:00:00;8.7;237.3;0;72.4
2025-01-01 09:00:00;6.9;240.1;0;64.9
2025-01-01 10:00:00;5.7;239.3;0;58.6
2025-01-01 11:00:00;5.1;238.7;0;53.6
2025-01-01 12:00:00;4.8;225.4;0;50.2
2025-01-01 13:00:00;4.9;225.9;0;49
2025-01-01 14:00:00;4.8;219.8;0;49.8
2025-01-01 15:00:00;4.3;206.9;0;58
2025-01-01 16:00:00;5.2;217.5;0;65.1
2025-01-01 17:00:00;6.2;223;0;71.7
2025-01-01 18:00:00;7.2;231.6;0;76.3
2025-01-01 19:00:00;8.1;232.9;0;78.6
2025-01-01 20:00:00;8.8;234.2;0;79.5
2025-01-01 21:00:00;9.3;234.3;0;79.7
2025-01-01 22:00:00;9.8;234.5;0;79.3
2025-01-01 23:00:00;10.3;235.1;0;78.5
2025-01-02 00:00:00;9.7;234.2;0;77.2
2025-01-02 01:00:00;10.5;234.8;0;75.9
2025-01-02 02:00:00;11.2;235.9;0;76
2025-01-02 03:00:00;11.8;236.2;0;76.4
2025-01-02 04:00:00;12.4;236.4;0;76.9
2025-01-02 05:00:00;12.6;236;0;77.8
2025-01-02 06:00:00;12.6;236.4;0;75.7
2025-01-02 07:00:00;13.2;236.3;0;75.5
2025-01-02 08:00:00;13.7;235.4;0;71.2
2025-01-02 09:00:00;15;235.3;0;67
2025-01-02 10:00:00;17.3;237.1;0;63.8
2025-01-02 11:00:00;22.2;239.8;0;63
2025-01-02 12:00:00;26.2;241.6;0;62.4
2025-01-02 13:00:00;27.8;241.5;0;62.1
2025-01-02 14:00:00;27.9;239.2;0;64.8
2025-01-02 15:00:00;27.2;239.6;0;69.5
2025-01-02 16:00:00;26.4;242;0;75.7
2025-01-02 17:00:00;25.6;240.1;0;80.6
2025-01-02 18:00:00;25.3;237.4;0;83.7
2025-01-02 19:00:00;25;235.2;0;85.8
2025-01-02 20:00:00;25.5;234.6;0;87.5
2025-01-02 21:00:00;27.9;235.8;0;88.1
2025-01-02 22:00:00;29.4;235.4;0;87.3
2025-01-02 23:00:00;31.2;235.6;0;85.9
2025-01-03 00:00:00;33;233.6;0;84
2025-01-03 01:00:00;34.2;232.9;0;84.2
2025-01-03 02:00:00;34.5;233.3;0;84.4
2025-01-03 03:00:00;35.7;232.2;0;84.2
2025-01-03 04:00:00;35.5;231.1;0;84.1
2025-01-03 05:00:00;35;230.1;0;83.9
2025-01-03 06:00:00;37.1;229;0;84.3
2025-01-03 07:00:00;40.2;229.1;0;84
2025-01-03 08:00:00;42.3;232.3;0.1;82.3
2025-01-03 09:00:00;41.2;230.9;0.1;81.3
2025-01-03 10:00:00;43.4;232.1;0;80.9
2025-01-03 11:00:00;43.1;232.7;0;80.2
2025-01-03 12:00:00;42.8;232.8;0;79.9
2025-01-03 13:00:00;43.8;234.3;0;79.4
2025-01-03 14:00:00;42.7;235.8;0;82
2025-01-03 15:00:00;41.5;237.6;0;84.2
2025-01-03 16:00:00;41;237.7;0;86.2
2025-01-03 17:00:00;38.7;241.6;0;87.4
2025-01-03 18:00:00;32.2;250.7;0;88.2
2025-01-03 19:00:00;19.9;264.8;0.2;90.4
2025-01-03 20:00:00;13.1;274;1;92.1
2025-01-03 21:00:00;10.6;204.4;1.8;92.7
2025-01-03 22:00:00;10.5;230.1;1.7;91
2025-01-03 23:00:00;10.1;205.6;0.7;91.6
2025-01-04 00:00:00;10.4;195.9;0.2;91.7
2025-01-04 01:00:00;10.9;177;0.1;92.4
2025-01-04 02:00:00;10.5;181.6;0.1;91.4
2025-01-04 03:00:00;9.6;191.5;0.1;88
2025-01-04 04:00:00;10.3;142.2;0;88.4
2025-01-04 05:00:00;10.1;122.2;0;91.5
2025-01-04 06:00:00;9.2;137;0;91.3
2025-01-04 07:00:00;8.6;132.1;0;90.1
2025-01-04 08:00:00;8.9;130.2;0;86.3
2025-01-04 09:00:00;10;135;0;80.4
2025-01-04 10:00:00;10.5;113;0;74.7
2025-01-04 11:00:00;12.4;54.8;0;72.8
2025-01-04 12:00:00;12.2;27.7;0;73.1
2025-01-04 13:00:00;10.9;62.8;0;72.9
2025-01-04 14:00:00;9.7;33.4;0;72.5
2025-01-04 15:00:00;8.1;67.9;0;74.6
2025-01-04 16:00:00;5.8;74.9;0;80.8
2025-01-04 17:00:00;4.1;117.3;0;83.4
2025-01-04 18:00:00;2.7;156.6;0;85.1
2025-01-04 19:00:00;2.6;192.2;0;85.5
2025-01-04 20:00:00;3.3;205.4;0;86.8
2025-01-04 21:00:00;4.8;213;0;88.2
2025-01-04 22:00:00;6.2;221.8;0;88
2025-01-04 23:00:00;6.9;227.6;0;87.3
2025-01-05 00:00:00;8.4;226.2;0;82.5
2025-01-05 01:00:00;9.5;232.8;0;83
2025-01-05 02:00:00;10.6;236.6;0;83.4
2025-01-05 03:00:00;12;237.2;0;84.2
2025-01-05 04:00:00;12.9;239.8;0;84.9
2025-01-05 05:00:00;13.3;240.7;0;85.5
2025-01-05 06:00:00;14.3;238.6;0;86
2025-01-05 07:00:00;15;239.4;0;85
2025-01-05 08:00:00;15.3;240.8;0;79.9
2025-01-05 09:00:00;16;239.2;0;75.1
2025-01-05 10:00:00;20.1;240;0;70.8
2025-01-05 11:00:00;24.3;240.3;0;69.1
2025-01-05 12:00:00;26.4;240.7;0;67.7
2025-01-05 13:00:00;27.6;239.6;0;67.7
2025-01-05 14:00:00;28.4;239.2;0;68.7
2025-01-05 15:00:00;27;237.3;0;73.3
2025-01-05 16:00:00;23.8;236;0;78.9
2025-01-05 17:00:00;22.5;235.1;0;81.6
2025-01-05 18:00:00;22.2;235.1;0;83.6
2025-01-05 19:00:00;22.3;234.6;0;84.7
2025-01-05 20:00:00;22.2;234.5;0;84.8
2025-01-05 21:00:00;23.7;235.3;0;84.7
2025-01-05 22:00:00;25.2;235.9;0;85.3
2025-01-05 23:00:00;25.1;235.8;0;86.2
2025-01-06 00:00:00;23.9;233.7;0;86.4
2025-01-06 01:00:00;22.9;233.5;0;87
2025-01-06 02:00:00;21.6;233.4;0;86.8
2025-01-06 03:00:00;21.4;230.9;0;85.9
2025-01-06 04:00:00;20.8;230.3;0;85.1
2025-01-06 05:00:00;19;226.4;0;84.6
2025-01-06 06:00:00;16.7;224;0;84.1
2025-01-06 07:00:00;15.5;223.9;0;82.9
2025-01-06 08:00:00;15.7;223.5;0;79.5
2025-01-06 09:00:00;16.2;221.1;0;75.8
2025-01-06 10:00:00;17.6;222;0;73.1
2025-01-06 11:00:00;17.3;221.9;0;71.9
2025-01-06 12:00:00;16.7;220.8;0;71.8
2025-01-06 13:00:00;14;215.4;0;72.2
2025-01-06 14:00:00;14.8;217.8;0;70.6
2025-01-06 15:00:00;15.3;219.6;0;69.3
2025-01-06 16:00:00;15.9;218.7;0;68.6
2025-01-06 17:00:00;16;219.5;0;66.9
2025-01-06 18:00:00;17.7;222.1;0;67.1
2025-01-06 19:00:00;17.7;222.9;0;67.7
2025-01-06 20:00:00;18.7;222.6;0;68.7
2025-01-06 21:00:00;20.9;224;0;69.3
2025-01-06 22:00:00;23;225.3;0;70.9
2025-01-06 23:00:00;24.3;223.5;0;71.9
2025-01-07 00:00:00;17.8;224.1;0;71.1
2025-01-07 01:00:00;17.3;224.1;0;73.7
2025-01-07 02:00:00;16.1;222.5;0;76.4
2025-01-07 03:00:00;16.5;219.2;0;77.5
2025-01-07 04:00:00;17;213.6;0;77.2
2025-01-07 05:00:00;17;209.5;0;77.6
2025-01-07 06:00:00;14;202.9;0;77.7
2025-01-07 07:00:00;13.8;201.9;0;79.1
2025-01-07 08:00:00;15.6;202.1;0;75.3
2025-01-07 09:00:00;18.6;202.6;0;71.5
2025-01-07 10:00:00;22.2;208.6;0;67.9
2025-01-07 11:00:00;23.7;209.4;0;65.4
2025-01-07 12:00:00;22.5;207.7;0;63.2
2025-01-07 13:00:00;22.3;213;0;63.8
2025-01-07 14:00:00;21.3;215.8;0;66.7
2025-01-07 15:00:00;19.2;216.3;0;72.1
2025-01-07 16:00:00;15.5;216.1;0;79
2025-01-07 17:00:00;11.5;216.7;0;84.3
2025-01-07 18:00:00;10.6;217;0;88.9
2025-01-07 19:00:00;11.5;224.5;0;90.3
2025-01-07 20:00:00;13.3;222.5;0;89.8
2025-01-07 21:00:00;15.9;221.7;0;88.9
2025-01-07 22:00:00;18.9;225;0;89.1
2025-01-07 23:00:00;20.8;229.5;0;88.7
2025-01-08 00:00:00;21.1;232.9;0;87.4
2025-01-08 01:00:00;22;236.3;0;87.4
2025-01-08 02:00:00;20.7;238.6;0;87.2
2025-01-08 03:00:00;18.9;241.6;0;88
2025-01-08 04:00:00;17.8;241.8;0;89
2025-01-08 05:00:00;16.7;242.9;0;89.7
2025-01-08 06:00:00;16.1;241.5;0;89.7
2025-01-08 07:00:00;16.2;239.4;0;89
2025-01-08 08:00:00;16.9;238.4;0;84.1
2025-01-08 09:00:00;19.7;235.9;0;78.2
2025-01-08 10:00:00;24.3;236.3;0;72.1
2025-01-08 11:00:00;27.4;236.3;0;67.9
2025-01-08 12:00:00;30.3;237.9;0;67
2025-01-08 13:00:00;32.3;237.4;0;65.1
2025-01-08 14:00:00;33.1;237.6;0;67.3
2025-01-08 15:00:00;33.2;238.7;0;71.3
2025-01-08 16:00:00;30.8;238.2;0;77
2025-01-08 17:00:00;28.6;237.6;0;80.6
2025-01-08 18:00:00;27;237.6;0;81.4
2025-01-08 19:00:00;25.7;237.7;0;82.2
2025-01-08 20:00:00;25;237.2;0;83.1
2025-01-08 21:00:00;24.5;237.1;0;82.9
2025-01-08 22:00:00;23.4;237.1;0;82.8
2025-01-08 23:00:00;23.4;236.7;0;82.5
2025-01-09 00:00:00;21.4;235.9;0;80.5
2025-01-09 01:00:00;21.7;236.1;0;80.5
2025-01-09 02:00:00;22.4;236;0;82.2
2025-01-09 03:00:00;24.8;236;0;84.6
2025-01-09 04:00:00;27.1;236.1;0;85.7
2025-01-09 05:00:00;27.4;234.8;0;85.6
2025-01-09 06:00:00;29.1;232.4;0;87.2
2025-01-09 07:00:00;29.8;232.5;0;86.4
2025-01-09 08:00:00;31.6;231.6;0;83.7
2025-01-09 09:00:00;31.6;230.1;0;82.7
2025-01-09 10:00:00;32.4;231.1;0;82
2025-01-09 11:00:00;33.6;232.3;0;81.6
2025-01-09 12:00:00;32.6;230.8;0;81.5
2025-01-09 13:00:00;26.1;229.7;0.1;79.4
2025-01-09 14:00:00;27.9;227.5;0;77.3
2025-01-09 15:00:00;27.1;231.1;0;80.3
2025-01-09 16:00:00;25.7;228.8;0;81.1
2025-01-09 17:00:00;28;228.6;0;83.5
2025-01-09 18:00:00;30.4;233.5;0;83.8
2025-01-09 19:00:00;32.3;233.7;0;84.1
2025-01-09 20:00:00;32.4;232;0;83.9
2025-01-09 21:00:00;31.4;232.2;0;85.3
2025-01-09 22:00:00;29.5;234;0;85.6
2025-01-09 23:00:00;29.2;235.7;0;86.9
2025-01-10 00:00:00;29.3;235.1;0;85.7
2025-01-10 01:00:00;29.1;234.1;0;86.1
2025-01-10 02:00:00;31.2;234;0;86.6
2025-01-10 03:00:00;31.9;233.3;0;87.1
2025-01-10 04:00:00;33.6;234;0;86.9
2025-01-10 05:00:00;33.7;233.2;0;85.3
2025-01-10 06:00:00;37.2;234.5;0;84.3
2025-01-10 07:00:00;37.9;236.8;0;84.8
2025-01-10 08:00:00;37.1;239.1;0;82.3
2025-01-10 09:00:00;37.8;241.2;0;79.4
2025-01-10 10:00:00;36.7;242.4;0;73.4
2025-01-10 11:00:00;34.5;243.7;0;69
2025-01-10 12:00:00;32.4;243.7;0;65.6
2025-01-10 13:00:00;30;244;0;64.7
2025-01-10 14:00:00;28.5;245.5;0;66.8
2025-01-10 15:00:00;25.7;244.4;0;67.6
2025-01-10 16:00:00;21.5;241.5;0;70.9
2025-01-10 17:00:00;18.8;241.7;0;75.1
2025-01-10 18:00:00;14.9;249.6;0;81.5
2025-01-10 19:00:00;13.5;253.3;0;85.7
2025-01-10 20:00:00;12.2;251.8;0;87.6
2025-01-10 21:00:00;10.9;251.5;0;88.5
2025-01-10 22:00:00;9.1;248.6;0;88.6
2025-01-10 23:00:00;10;248.7;0;87.9
2025-01-11 00:00:00;7.7;251.7;0;90
2025-01-11 01:00:00;8.1;251.5;0;90.4
2025-01-11 02:00:00;8.1;255.2;0;90.8
2025-01-11 03:00:00;7.9;265.9;0;90.9
2025-01-11 04:00:00;6.9;264.3;0;90.5
2025-01-11 05:00:00;6.4;246.7;0;91.4
2025-01-11 06:00:00;6.2;238.2;0;91.5
2025-01-11 07:00:00;5.2;259;0;91.9
2025-01-11 08:00:00;5.1;228.6;0;90.2
2025-01-11 09:00:00;4.8;214.4;0;86.5
2025-01-11 10:00:00;5.1;219;0;84
2025-01-11 11:00:00;4.9;174.9;0;83.5
2025-01-11 12:00:00;5.2;99.4;0;84.9
2025-01-11 13:00:00;6.8;55.9;0.2;88.2
2025-01-11 14:00:00;8.9;40.8;0.1;90.9
2025-01-11 15:00:00;9.5;79.6;0.2;93
2025-01-11 16:00:00;10.9;90;0.6;95.2
2025-01-11 17:00:00;12.8;89.9;1.2;96.1
2025-01-11 18:00:00;12.9;100.8;2.1;94.7
2025-01-11 19:00:00;12.5;114.7;2.7;96.9
2025-01-11 20:00:00;14.5;114.8;2.5;96.2
2025-01-11 21:00:00;14.7;130.7;2.1;92.4
2025-01-11 22:00:00;15.4;158.1;2.3;91.6
2025-01-11 23:00:00;17.8;206.9;2.5;91.4
2025-01-12 00:00:00;17.1;171;2.4;92.9
2025-01-12 01:00:00;17.9;127.7;2.8;93.8
2025-01-12 02:00:00;18.9;66.2;2.9;94.8
2025-01-12 03:00:00;20.6;40.9;3;94.7
2025-01-12 04:00:00;21.3;28.8;3;95.2
2025-01-12 05:00:00;23;30.5;2.6;93.2
2025-01-12 06:00:00;25.7;31.9;2.1;90.6
2025-01-12 07:00:00;25.3;29.5;1.8;88
2025-01-12 08:00:00;24.1;33.7;1.5;87.5
2025-01-12 09:00:00;22.3;36;1.1;88.1
2025-01-12 10:00:00;21.7;67.3;0.7;86.3
2025-01-12 11:00:00;25.4;58.2;0.4;81.5
2025-01-12 12:00:00;27.4;25.1;0.2;80
2025-01-12 13:00:00;26.3;30.8;0.2;80.1
2025-01-12 14:00:00;25.4;25.9;0.2;82.3
2025-01-12 15:00:00;28.6;49.2;0.1;80.4
2025-01-12 16:00:00;28.4;53.6;0.1;79.6
2025-01-12 17:00:00;29.3;24.3;0;77.8
2025-01-12 18:00:00;27.7;28.9;0;77.2
2025-01-12 19:00:00;27.5;25.5;0;75.7
2025-01-12 20:00:00;28.6;52.6;0;77.1
2025-01-12 21:00:00;29;20.3;0;77.7
2025-01-12 22:00:00;29.5;17.3;0.1;80.9
2025-01-12 23:00:00;30;37.3;0.2;82.7
