Dataora;WDS;WDD;RNF;RHM
2025-01-01 00:00:00;8.8;235.3;0;80.6
2025-01-01 01:00:00;9.1;235.4;0;80.1
2025-01-01 02:00:00;8.7;235.6;0;78.7
2025-01-01 03:00:00;8.6;234.7;0;78.2
2025-01-01 04:00:00;8.3;233.7;0;77.9
2025-01-01 05:00:00;8.3;232.7;0;78
2025-01-01 06:00:00;8.1;232.5;0;77.8
2025-01-01 07:00:00;8;233.3;0;77.3
2025-01-01 08:00:00;7.7;232.7;0;71.8
2025-01-01 09:00:00;6.1;230.1;0;64.4
2025-01-01 10:00:00;4.9;217.8;0;58.3
2025-01-01 11:00:00;4.7;191.9;0;54.3
2025-01-01 12:00:00;5;184.8;0;52.2
2025-01-01 13:00:00;5.4;181.4;0;51.8
2025-01-01 14:00:00;5.6;181.7;0;52.8
2025-01-01 15:00:00;5;184.8;0;61.3
2025-01-01 16:00:00;5.4;206.2;0;67
2025-01-01 17:00:00;6.2;220.6;0;71.7
2025-01-01 18:00:00;7.1;228.6;0;75.4
2025-01-01 19:00:00;8;230.9;0;77.4
2025-01-01 20:00:00;8.6;232.1;0;77.6
2025-01-01 21:00:00;9.1;232.2;0;76.7
2025-01-01 22:00:00;9.6;232;0;75.9
2025-01-01 23:00:00;10;232.5;0;74.7
2025-01-02 00:00:00;9.5;229.9;0;76.1
2025-01-02 01:00:00;10.1;229.3;0;73.5
2025-01-02 02:00:00;10.6;229.9;0;72.9
2025-01-02 03:00:00;11.2;230.8;0;73.1
2025-01-02 04:00:00;11.8;231.1;0;73.7
2025-01-02 05:00:00;12.3;230.4;0;74.9
2025-01-02 06:00:00;12.4;232;0;74.3
2025-01-02 07:00:00;13;231.8;0;74.8
2025-01-02 08:00:00;13.6;230.5;0;71
2025-01-02 09:00:00;14.6;230.8;0;67
2025-01-02 10:00:00;16.8;232.9;0;64.1
2025-01-02 11:00:00;20.6;235.4;0;63.2
2025-01-02 12:00:00;24.4;237;0;62.7
2025-01-02 13:00:00;26.3;236.9;0;63
2025-01-02 14:00:00;26.8;235.3;0;65.2
2025-01-02 15:00:00;26.4;236.7;0;69.6
2025-01-02 16:00:00;25.6;239.6;0;75.2
2025-01-02 17:00:00;24.8;238.5;0;78.8
2025-01-02 18:00:00;23.9;235.5;0;81.8
2025-01-02 19:00:00;23.5;233.3;0;84
2025-01-02 20:00:00;24;233.4;0;85.6
2025-01-02 21:00:00;25.8;233.8;0;87
2025-01-02 22:00:00;27.9;233.8;0;87.5
2025-01-02 23:00:00;30.2;234.9;0;86.3
2025-01-03 00:00:00;32.4;232.9;0;85.1
2025-01-03 01:00:00;33.7;232.7;0;85.4
2025-01-03 02:00:00;34.6;232.9;0;85.3
2025-01-03 03:00:00;35.6;231.4;0;85.5
2025-01-03 04:00:00;35.5;230.9;0;85.2
2025-01-03 05:00:00;35.4;229.3;0;85.2
2025-01-03 06:00:00;37.4;229.1;0;85.4
2025-01-03 07:00:00;40;229.2;0;85.1
2025-01-03 08:00:00;41.1;232;0.1;83.7
2025-01-03 09:00:00;40.6;230.8;0.1;83.5
2025-01-03 10:00:00;43.2;230.7;0;83
2025-01-03 11:00:00;42.7;230.9;0;82.6
2025-01-03 12:00:00;42.6;231.2;0.1;82.5
2025-01-03 13:00:00;43.2;232.6;0;81.3
2025-01-03 14:00:00;42.3;234.5;0;83.5
2025-01-03 15:00:00;41.2;235.9;0;86
2025-01-03 16:00:00;40.2;236.4;0;87.3
2025-01-03 17:00:00;37.1;240.5;0;88.2
2025-01-03 18:00:00;27.4;251.5;0;88.8
2025-01-03 19:00:00;16.6;261.7;0.5;91
2025-01-03 20:00:00;12.6;247.9;1.7;94.2
2025-01-03 21:00:00;10.4;297;1.6;93.1
2025-01-03 22:00:00;9.5;257.1;1;91.8
2025-01-03 23:00:00;9.7;246.4;0.3;90.8
2025-01-04 00:00:00;10.4;220.3;0.1;91.5
2025-01-04 01:00:00;10.7;217.8;0.1;92.8
2025-01-04 02:00:00;10.6;212.1;0;91.5
2025-01-04 03:00:00;10.1;237.6;0.1;88.2
2025-01-04 04:00:00;10.4;215.8;0;89.3
2025-01-04 05:00:00;10.3;109.3;0;92.1
2025-01-04 06:00:00;9.9;123.1;0;91.8
2025-01-04 07:00:00;9;166.7;0;90.7
2025-01-04 08:00:00;9.2;120.3;0;86.5
2025-01-04 09:00:00;10.1;123.4;0;80.5
2025-01-04 10:00:00;11;95.3;0;74.9
2025-01-04 11:00:00;12.1;91.3;0;73.6
2025-01-04 12:00:00;11.7;67;0;73.8
2025-01-04 13:00:00;10.7;67.5;0;73.2
2025-01-04 14:00:00;9.5;30.9;0;73
